,time,coordinate,text
7491,2015-02-22 10:56:40 -0800,nan,@JetBlue I don't believe so. That's not what the team has told us.
7492,2015-02-22 10:46:17 -0800,nan,@JetBlue also not have food available even for purchase is quite shocking since this is a 5 hour international flight.
7493,2015-02-22 10:44:13 -0800,nan,@JetBlue #1691 out of JFK. no one has info &amp; no answers as to why we boarded the plane. the team is in an awkward spot &amp; everyone is cranky
7494,2015-02-22 10:38:20 -0800,nan,@JetBlue I have a reservation for tomorrow morning but trying to get back 2 night bc other flight was going to jfk. Can I get on list at CTG
7495,2015-02-22 10:36:52 -0800,"[40.64646912, -73.79133606]",@jetblue  Flight 1562 is still waiting for bags. Most of us checked in 12 hours ago. People are missing connections.  Please help!
7496,2015-02-22 10:32:26 -0800,nan,@JetBlue any way to get 2 ppl on standby list for flight 1970 FLL to BOS. Trying to find way home.
7497,2015-02-22 10:30:10 -0800,nan,@JetBlue Something to think about when you are dealing with PEOPLE!!!!!  Just wrong.  No excuses. Figure it out &amp; expect the unexpected
7498,2015-02-22 10:29:33 -0800,nan,@JetBlue I understand but wish you would have announced the delay 2 hours earlier vs sitting for 2 hrs at MCO
7499,2015-02-22 10:26:58 -0800,nan,@JetBlue what gives? Delayed over 2 hours at MCO to JFK. Every time!
7500,2015-02-22 10:23:16 -0800,"[38.6485933, -121.11740707]","“@JetBlue: @2littlebirds Well captured, Brittany! We love the clouds! :)  Enjoy the ride!” Thank you!"
7501,2015-02-22 10:22:53 -0800,nan,@JetBlue My wife was with our dog.  They wouldn't even let her out off the plane.  My daughter was at Newburgh lives close by. So wrong
7502,2015-02-22 10:10:20 -0800,"[40.64646912, -73.79133606]","@JetBlue According to your ground staff, it hasn't even been taken off the plane yet!"
7503,2015-02-22 10:08:30 -0800,nan,.@JetBlue thanks for making an effort. Credit where credit is due: flight 795 delayed 5 hours instead of 8 hours. #fwiw #loweredexpectations
7504,2015-02-22 10:07:34 -0800,nan,@JetBlue At what time?  All these passengers were sitting on a hot plane with no air and no communication for over 2 hours. Just wrong
7505,2015-02-22 10:04:11 -0800,nan,"@JetBlue flight delayed at JFK 2 hours, then 3 hours, then 8.5 hours? Now it's back to 5 hours with no explanation or apology?"
7506,2015-02-22 10:03:59 -0800,nan,@JetBlue thanks! Have a good Sunday.
7507,2015-02-22 10:03:31 -0800,"[40.64646912, -73.79133606]","@JetBlue Flight 1562 had a 4 1/2 hour weather delay, but what is the 45 minute delay in getting bags to tired passengers?"
7508,2015-02-22 10:03:19 -0800,nan,@JetBlue 5hrs on Tarmac yest b4 Cancelled Flight @12am.Today 3+ hr delay. Why not send txt/email re: JFK closed &amp; saved all trip 2 sit @airport again?
7509,2015-02-22 09:59:56 -0800,nan,"@JetBlue flying out of BUF 2 BOS, missing captain... Really? Delayed til 2:00... Not happy..."
7510,2015-02-22 09:58:32 -0800,nan,"@jetblue, it would be nice if the app would actually inform you that a flight is delayed."
7511,2015-02-22 09:50:15 -0800,nan,His name is Enzo 😊 RT @JetBlue : @Setorii Well hello there pooch! What's your name? #dog http://t.co/dLh9138HBg
7512,2015-02-22 09:50:03 -0800,nan,"@JetBlue I know, but I wanted to pass it along. Not good for the ""T5 experience"" esp for someone who flies 2-3 times a month."
7513,2015-02-22 09:48:21 -0800,nan,@JetBlue Flight 136 departed Phoenix at 1:30 am
7514,2015-02-22 09:41:50 -0800,nan,@JetBlue So what about the plane stuck in Newburgh won't start.  It that weather reLate Flightd as well.  These passengers on plane for 10 hrs.
7515,2015-02-22 09:41:24 -0800,nan,@JetBlue thanks. Home to MSY. TSA precheck agents directing people after photo until scan beyond rude. One grabbed and pushed children.
7516,2015-02-22 09:32:11 -0800,nan,@JetBlue Promo Watch Phone $33 at Amazon check http://t.co/leNaOwFyvU
7517,2015-02-22 09:30:57 -0800,nan,"@JetBlue, your hold music sucks."
7518,2015-02-22 09:26:12 -0800,nan,@JetBlue Customer of the year? http://t.co/epqqONHO2H
7519,2015-02-22 09:24:04 -0800,nan,"@JetBlue JFK T5 north check in. 3 bag drop ladies, 1 has been checking in someone for the entire time; another doing check ins too."
7520,2015-02-22 09:21:10 -0800,nan,@JetBlue no excuse though for 3 gate changes though.
7521,2015-02-22 09:20:50 -0800,nan,"@JetBlue if someone had bothered to inform us that the airport closed, that would have helped."
7522,2015-02-22 09:18:24 -0800,nan,@JetBlue get me home! Flight 2016 from buf to Bos is missing a captain!? Really!?
7523,2015-02-22 09:12:41 -0800,nan,@JetBlue nope. This 8:45am flight is now not leaving until almost 5pm. 5! I can't believe I paid money for this.
7524,2015-02-22 09:05:54 -0800,nan,@JetBlue thank you. We are finally at the gate.
7525,2015-02-22 09:05:16 -0800,nan,@JetBlue flight to Orlando is unable to serve hot bevies.... So they've made movies and alcohol complimentary. That works
7526,2015-02-22 09:03:30 -0800,nan,@JetBlue @CookJaycook123 the only update we get is that they have no idea when we will get an update. Way to go. #hopeless
7527,2015-02-22 09:03:05 -0800,nan,@JetBlue @Amagrino will you cover the cost of my car service waiting time?!
7528,2015-02-22 09:01:00 -0800,nan,@JetBlue don't I always?
7529,2015-02-22 09:00:26 -0800,nan,@JetBlue Landing! As usual great flight wiyh a great crew. Hello sunny West Palm Beach ! #jetbluerocks
7530,2015-02-22 08:59:41 -0800,nan,"@JetBlue this is ridiculous we are on 1.5 hours coming up of waiting to deplane, there are are newborns on board"
7531,2015-02-22 08:57:40 -0800,nan,"@JetBlue waiting at HPN on plane more than an hour since landing b/c of no gate, please get us off this plane!"
7532,2015-02-22 08:57:24 -0800,nan,@JetBlue too Late Flight. Several passengers are inebriated. You're in league with big alcohol. Shame on you.
7533,2015-02-22 08:56:50 -0800,nan,@JetBlue thanks for making my vacation not worth it again... Currently waiting on the runway for another hour to DEPLANE
7534,2015-02-22 08:56:48 -0800,nan,@JetBlue letting me down in San Fran. No Media rate? What's the deal? Looks like this is the last time I fly anywhere with you.
7535,2015-02-22 08:51:44 -0800,nan,@JetBlue they were amazing and thank you!
7536,2015-02-22 08:51:15 -0800,nan,"@JetBlue and have empty ""help"" desks"
7537,2015-02-22 08:50:31 -0800,nan,"@JetBlue there was a closure? People here need to inform passengers, not send them gate to gate w no info on boards re: updated departures"
7538,2015-02-22 08:48:42 -0800,nan,@JetBlue according to jfk plenty of planes are landing. No problem there
7539,2015-02-22 08:48:00 -0800,nan,@JetBlue when will the system be up and running?
7540,2015-02-22 08:46:55 -0800,nan,@JetBlue Thanks for the THIRD gate change http://t.co/UfBdr5AxeO
7541,2015-02-22 08:44:07 -0800,"[38.69255098, -121.58854512]",“@JetBlue: @2littlebirds Beautiful shot.. Thanks for sharing. Using #FlyFi to post? ;)” Your welcome! Not on this flight. It was a quickie;)
7542,2015-02-22 08:44:05 -0800,nan,@JetBlue Flight 1533 JFK to Cartagena all at this airport bar singing the opposite of your praises! We're making a pact to never fly u again
7543,2015-02-22 08:43:35 -0800,nan,@JetBlue 795 to Austin
7544,2015-02-22 08:41:09 -0800,nan,"@JetBlue she helped me with my problem so easily and was so nice, you guys rock!"
7545,2015-02-22 08:39:15 -0800,nan,@JetBlue what happened to our plane meant to leave @ 830? Why do we have to wait for 1 from buffalo? Seems organizational error not weather.
7546,2015-02-22 08:34:55 -0800,nan,"@JetBlue where is the ""award winning service""?"
7547,2015-02-22 08:34:14 -0800,nan,@JetBlue really not acceptable. Just informed plane won't start. Chartering bus to take passengers to jfk.
7548,2015-02-22 08:32:36 -0800,nan,@JetBlue how much longer to JFK open's I am a diabetic and I need sugar plane don't have nothing
7549,2015-02-22 08:32:28 -0800,nan,@JetBlue flight 16 now sent back to the gate even though the app says its leaving. Anyone have a clue? It's 36 and sunny at JFK
7550,2015-02-22 08:31:13 -0800,nan,@JetBlue u guys have 2b kidding. No help anywhere. 5 hour delays? Still no answers. Bad cust service. #idlovetoask http://t.co/DPX3yoGTEj
7551,2015-02-22 08:27:11 -0800,nan,@JetBlue they are now being sent off the plane? Does anyone at JetBlue have a clue?
7552,2015-02-22 08:26:17 -0800,nan,"@JetBlue unfortunately I was so startled and rushed, I didn't get the name, but will provide a description in my expanded email.  Thank you"
7553,2015-02-22 08:25:37 -0800,nan,@JetBlue your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!
7554,2015-02-22 08:25:17 -0800,nan,@JetBlue just a very rude rep while trying to book family vacation using trvl credit. on phone w/ new rep now who is being very helpful
7555,2015-02-22 08:25:07 -0800,nan,@JetBlue BOS. Everything current now. Thanks for the follow up
7556,2015-02-22 08:25:01 -0800,nan,@JetBlue it's sunny and gorgeous in ny actually. What's the real reason?
7557,2015-02-22 08:24:06 -0800,nan,@JetBlue thanks for the info. Already doing it now before we board! Looking forward to the future upgrades! #JetBlue http://t.co/5Db9eSBNzG
7558,2015-02-22 08:21:59 -0800,nan,@JetBlue things happen it's ok just wish I was on the beach and not in the airport
7559,2015-02-22 08:19:26 -0800,nan,"@JetBlue it's been 3 hours, why have you not sent the plane from the hangar for flight 1533 at JFK? This is absolutely ridiculous."
7560,2015-02-22 08:18:21 -0800,nan,@JetBlue any idea when the flight will actually take off?
7561,2015-02-22 08:14:10 -0800,nan,@JetBlue I love #JetBlue ! #FlyFi when will we be able to charge our devices on domestic #A320 flights?! Thanks! http://t.co/obqIro1bUJ
7562,2015-02-22 08:12:34 -0800,nan,@JetBlue still sitting in plane in Newburg. This is getting #ridiculous. No way to treat #loyal customers.
7563,2015-02-22 08:12:25 -0800,nan,@JetBlue Touchdown JFK! Well done pilots of JetBlue Flight 226! #JetBlueRocks
7564,2015-02-22 08:08:47 -0800,nan,@JetBlue what's the delay if the system isn't down?
7565,2015-02-22 08:08:20 -0800,nan,@JetBlue  Not blaming Jet Blue.  This wasn't weather. Can't have planes in the air and runways a mess. That's a disaster waiting to happen.
7566,2015-02-22 08:07:54 -0800,nan,@JetBlue don't think any1 rly knows what's goin on. supposed 2 leave at 8:30a then 9a then 9:30a then 10a then 11a then 11:30a. Now 12
7567,2015-02-22 08:06:36 -0800,"[0.0, 0.0]",@JetBlue That is not very gracious of @jetblue to tell me where I can go BUY water or a snack when our flight is delayed over 3 hours.
7568,2015-02-22 08:05:38 -0800,nan,@JetBlue and ask she load the bag for my flight
7569,2015-02-22 08:05:14 -0800,nan,"@JetBlue after applying my new tag, she left my bag on the ground rather than loading on the conveyer belt..I had to walk back 50 yards"
7570,2015-02-22 08:04:11 -0800,nan,@JetBlue get flight 16 into the air
7571,2015-02-22 08:03:39 -0800,nan,@JetBlue That's not weather reLate Flightd.  You are just being nice and blaming the weather.  Airport just wasn't prepared. Investigation time.
7572,2015-02-22 08:03:14 -0800,nan,"@JetBlue if I had my tux, it'd be a date! #UMosaicMeCrazy http://t.co/hap4gboSTU"
7573,2015-02-22 08:02:25 -0800,nan,@JetBlue Thanks for the personalized customer service! #cannedtweet #autoresponse
7574,2015-02-22 08:02:12 -0800,nan,"@JetBlue then this agent demanded I remove my old luggage tag, every other airport the JB agent politely handles it"
7575,2015-02-22 08:00:36 -0800,nan,@JetBlue I'm also a mosaic customer and fly jet blue ALOT....
7576,2015-02-22 07:59:43 -0800,nan,@JetBlue It's not so much the delays as the fact that the flight is still coming up as on time on your app. Just give us an honest estimate
7577,2015-02-22 07:59:27 -0800,nan,@JetBlue she waved someone behind me to step forward although I explained what happened and indicated my need to make my flight
7578,2015-02-22 07:58:07 -0800,nan,@JetBlue #489. Flight #589 is departing before we even board
7579,2015-02-22 07:57:51 -0800,nan,@JetBlue I knew there was a reason u were my favorite airline. Just read you answer on twitter in globe this morning. Great job
7580,2015-02-22 07:57:43 -0800,nan,"@JetBlue here's part: was at bag drop inserted my JetBlue cc, didn't print pass. Agent standing in front of me refused to print my pass"
7581,2015-02-22 07:57:11 -0800,nan,@JetBlue it's only because I'm wearing #TrueBlueColors!
7582,2015-02-22 07:55:48 -0800,nan,@JetBlue flight16?
7583,2015-02-22 07:55:24 -0800,nan,@JetBlue That's not what I heard. Weather was fine this morning. Flight 136 was circling for some time.Someone forgot to clean the runway.
7584,2015-02-22 07:54:39 -0800,nan,"@JetBlue When it's 30 mins past scheduled time w/ no departure in sight a flight no longer qualifies as ""on time"" #updateyourwebsite #489"
7585,2015-02-22 07:54:28 -0800,nan,@JetBlue whatever your lil #mint heart desires! http://t.co/WmX12F33ZC
7586,2015-02-22 07:53:43 -0800,nan,@JetBlue how can your entire system go down? No IT? Really?
7587,2015-02-22 07:53:00 -0800,nan,@JetBlue Appreciate the heads up at 10:45 that my 11am flight was delayed bc the crew is stuck in Boston #communicationFAIL #dobetterJetBlue
7588,2015-02-22 07:49:11 -0800,nan,@JetBlue seriously? System down? No IT?
7589,2015-02-22 07:48:25 -0800,nan,"@JetBlue yup we know, not your fault, just not ideal sittin for over an hour but as always your staff is great!"
7590,2015-02-22 07:43:30 -0800,nan,"@JetBlue just had a horrible experience with check in agent at fort myers, I'll document and send details, off to Boston"
7591,2015-02-22 07:43:03 -0800,nan,"@JetBlue flt1533 to Carta what is goin on?! 1st told plane coming from hangar, then gate change, now no one knows wat plane we're getting on"
7592,2015-02-22 07:42:45 -0800,nan,@JetBlue have a cpap machine for sleep apnea. Is this OK to carry on if I also have a small bag for clothes?
7593,2015-02-22 07:39:07 -0800,nan,@JetBlue got it. thanks the quick reply.
7594,2015-02-22 07:33:57 -0800,nan,@JetBlue isn't this something YOU should do?!  Why should I tell your crew how to do their job?
7595,2015-02-22 07:31:30 -0800,nan,@JetBlue your app needs updating. Says my flight is on time when we are well past boarding time with 2hr delay http://t.co/BTvpxTZJu0
7596,2015-02-22 07:30:21 -0800,nan,@JetBlue do bags still fly free or have you started charging? thanks!
7597,2015-02-22 07:22:02 -0800,nan,@JetBlue had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee
7598,2015-02-22 07:19:46 -0800,nan,"@JetBlue well, the last update was in the right direction, at least! I'll keep my fingers crossed."
7599,2015-02-22 07:11:48 -0800,nan,@JetBlue Charleston - from your app guys as of a few minutes ago!!! http://t.co/sEUlpvfn95
7600,2015-02-22 07:10:57 -0800,nan,"@JetBlue thx, social media person!"
7601,2015-02-22 07:10:05 -0800,nan,@JetBlue Are there airport-wide delays at BOS or did we just get unlucky with 152?
7602,2015-02-22 07:08:53 -0800,nan,@JetBlue Just left #LaGuardia now...#Sunshine in a little over 2 hours
7603,2015-02-22 07:02:03 -0800,nan,"@JetBlue I hear you and safety is #1! I think we can get to JFK though now so let's help the pilots, passengers &amp; crew get there safely!"
7604,2015-02-22 07:01:16 -0800,nan,"@JetBlue is JFK still closed? Tryna get out of Ft Lauderdale on flight 502, just want to get home to nyc!"
7605,2015-02-22 07:01:13 -0800,nan,@JetBlue woulda been nice of you to let us know that or post it!!! Your boards still show the flight on time!!!
7606,2015-02-22 06:59:50 -0800,nan,"@JetBlue  hmmm it says im following you. We just got de-iced, but still haning around for the runway to clear.."
7607,2015-02-22 06:55:42 -0800,nan,@jetblue always #mosaicmecrazy #sunrise #bestairline #nofilterneeded &amp; how can you not love #FlyFi… http://t.co/NY6CS7jRuV
7608,2015-02-22 06:54:58 -0800,nan,"@JetBlue flt 136 from PHX. Delayed 2 hrs, circle 1 hr, divert to upstate NY, just sitting for 1 hr No communication #horrible"
7609,2015-02-22 06:49:58 -0800,nan,@JetBlue they miraculously fixed the plane #kudos to shoe ever it was
7610,2015-02-22 06:47:34 -0800,nan,@jetblue that's cause we're TrueBlue! It's ur #love that keeps liftin' me #higherandhigher https://t.co/xGfS6tJTMo http://t.co/ixM3t5mIZc
7611,2015-02-22 06:45:43 -0800,nan,"@jetblue all your online resources  say we're on time, but clearly we are not.  This is not very information age of you..."
7612,2015-02-22 06:38:03 -0800,nan,@JetBlue ..... No crew at our gate.
7613,2015-02-22 06:37:58 -0800,nan,@JetBlue 😭😭😭😭 yall are really better then American Airlines though.
7614,2015-02-22 06:37:17 -0800,nan,@JetBlue why don't YOU tell them to update the boards?!
7615,2015-02-22 06:32:14 -0800,nan,What can I say other than when it comes to my #BrandLoveAffair w/ @jetblue ur my #soulandinspiration https://t.co/IGkoGyWksr #umosaicmecrazy
7616,2015-02-22 06:29:40 -0800,nan,"@JetBlue Issue is JFK. Pilot explained once JFK reopens we can get scheduled back there, but why can't we divert to LGA? Closer than ACY!"
7617,2015-02-22 06:28:25 -0800,nan,@JetBlue you want me to talk to the wall?
7618,2015-02-22 06:26:34 -0800,nan,@JetBlue Great service from PBI to HPN! Thanks.
7619,2015-02-22 06:20:44 -0800,nan,@JetBlue Its poor Flight management. There is   no reason why a scheduled 8:00  pm  flight to takr off At 11:00pm .
7620,2015-02-22 06:19:38 -0800,nan,@JetBlue hi is there a way we can check to track the flight that will arrive &amp; that will be our flight to depart.
7621,2015-02-22 06:18:46 -0800,nan,"@JetBlue done, thank you!"
7622,2015-02-22 06:07:34 -0800,nan,@JetBlue note the time this was taken (now at 906 am) and flight still listed as on time for 910 when I'm not onboard http://t.co/zvfmxnuELJ
7623,2015-02-22 06:06:40 -0800,nan,@JetBlue  will do.
7624,2015-02-22 06:04:30 -0800,nan,@JetBlue why is my 910 flight listed on time when its 904AM and I'm not on the plane yet? http://t.co/iEG2ObcEpp
7625,2015-02-22 06:04:29 -0800,nan,@JetBlue ok should I start looking into other flights?
7626,2015-02-22 06:03:48 -0800,nan,@JetBlue ok we got as far as Atlantic City due to JFK being closed. Can you get us to HPN or LGA?? Please?
7627,2015-02-22 05:59:35 -0800,"[25.05152514, -77.46620117]",@JetBlue on flight 622 from Nassau to JFK. Not showing Cancelled Flightled yet but assuming it will be? Any info?
7628,2015-02-22 05:52:33 -0800,nan,@JetBlue we need an ETA please
7629,2015-02-22 05:48:00 -0800,nan,@JetBlue you can 100% confirm that?
7630,2015-02-22 05:44:57 -0800,nan,@jetblue fly 2301 delayed do to ice at JFK ... Can I switch to a Late Flightr flight for free
7631,2015-02-22 05:38:57 -0800,nan,@JetBlue  I'm at 4:05  will be nasty in Boston. Have family driving 90 min to pick me up from Erie think flight - what if Cancelled Flighted?
7632,2015-02-22 05:34:33 -0800,nan,@JetBlue @fllairport best way to kill nine hours at the airport when all flights are full and the airline won't put you standby? #stranded
7633,2015-02-22 05:33:08 -0800,nan,"@JetBlue yes, they said the runway isn't ready and they're waiting for port authority to remove the snow and they are no where in sight."
7634,2015-02-22 05:29:20 -0800,nan,"@JetBlue I travel for business twice a week and after the @AmericanAir fiasco, I'll be flying blue more often. Thanks."
7635,2015-02-22 05:23:18 -0800,nan,@JetBlue we are on flight 751 and were returning to the gate can you provide any information?
7636,2015-02-22 05:14:10 -0800,nan,@JetBlue won't see my money again after their poor service    should have stuck with virgin america what was i thinking trying jetblue???
7637,2015-02-22 05:10:36 -0800,nan,@JetBlue suck and their customer services are the worst  whats the point of having a loyalty scheme that they don't honor #badairline
7638,2015-02-22 05:06:59 -0800,nan,@JetBlue  I see my flight from Boston to Pitts is ok from this afternoon. Did you have any delays for the morning flight?
7639,2015-02-22 04:50:45 -0800,nan,"@JetBlue  FLL to MDE, great flight, great customer service, THANKS! 2 mths waiting  @AmericanAir  to speak to a human at customer service"
7640,2015-02-22 04:49:10 -0800,nan,@JetBlue how about an update on flight 475 leaving tf green delayed
7641,2015-02-22 04:43:28 -0800,nan,@JetBlue well they said Cancelled Flight on the PA system. Guess they are trying to get a plane from Boston. And not a 100%  confirmed
7642,2015-02-22 04:29:35 -0800,nan,@JetBlue that's where we all get on the same page. Cancelled Flighted it 45 mins ago. @delta @SouthwestAir help flights from @tfgreenairport to MCO?
7643,2015-02-22 04:26:13 -0800,nan,@Jetblue I'm so sorry I cheated on you with @Delta @DeltaAssist. Please take me back. I wore protection.
7644,2015-02-22 04:20:41 -0800,nan,@JetBlue my flight 475 Cancelled Flighted due to lavatory problems. Can't confirm if they are gonna get a flight from Boston Logan Int
7645,2015-02-22 03:41:36 -0800,nan,@JetBlue okay thank you! I'll check with them again!
7646,2015-02-22 03:35:59 -0800,nan,@JetBlue some woman stole my seat on the plane but I was the one that had to sit elsewhere. Is that standard protocol?
7647,2015-02-22 02:43:48 -0800,nan,"“@JetBlue: @sylvie75015 Good morning, Sylvie! Have a great flight! #yourock” &gt; Thank you #JetBlue! @mxo42 @henrikwagner73 #JetBlueRocks"
7648,2015-02-22 02:13:29 -0800,nan,@JetBlue They just came out. Thanks for the follow-up. That's why you're the best!
7649,2015-02-22 02:12:52 -0800,nan,@JetBlue Thanks! See you soon!
7650,2015-02-22 02:02:05 -0800,nan,"@JetBlue Yep, still waiting for bags at #JFK. What's the holdup? Looks like we are the only flight that got in at this time..??"
7651,2015-02-22 01:57:44 -0800,nan,@JetBlue thanks for getting us to NYC -JFK really safely. :-) But srsly? How long does it take to get our checked bags? #eternity #5amMisery
7652,2015-02-22 01:07:08 -0800,nan,@JetBlue should I expect delays at dca for 7am departure?  Going to Orlando on flight 723
7653,2015-02-22 00:55:38 -0800,nan,@JetBlue full the six of us had to leave flight. And now have to wait a whole day to get a flight and my kids will miss school.
7654,2015-02-22 00:54:59 -0800,nan,@JetBlue no. Not boarding order. Someone boarded with. Service Animal which a member of my party was allergic to and because the flight was
7655,2015-02-22 00:47:36 -0800,nan,@JetBlue it's ridiculous that I just got home and I was supposed to land 3 hours ago bc I am HELLA tired
7656,2015-02-22 00:29:34 -0800,nan,@JetBlue just lost very loyal customers who use them 4-10 times a year.
7657,2015-02-21 23:15:02 -0800,nan,@JetBlue thanks for the response - when is the next flight after the 9:48 flight?
7658,2015-02-21 22:45:22 -0800,nan,@JetBlue Highlight of my travel is 3 hour delay and de-icing twice. Now sitting in bumper to bumper traffic in taxi to finally get home. 😒
7659,2015-02-21 22:43:23 -0800,nan,@JetBlue great flight on a brand new jet. Great seating. Beautiful plane. Big fan of this airline.
7660,2015-02-21 22:41:54 -0800,nan,@JetBlue a voucher.. I can't believe I took this risk. Not only was the plane terribly filthy and I had 15 screaming babies in my face..
7661,2015-02-21 22:35:58 -0800,nan,@JetBlue @SouthwestAir @VirginAmerica @AmericanAirBR download jeokoo the American app for air travelers
7662,2015-02-21 22:24:39 -0800,nan,@JetBlue thank you! I know the weather in #Boston isn't great. Everyone's tired
7663,2015-02-21 22:22:57 -0800,nan,@JetBlue I've spoken 2/emailed JB team and explained situation. Didnt seem to matter to anyone other than me. I guess I just expected more.
7664,2015-02-21 22:17:15 -0800,nan,@JetBlue  Alright I hope. My JetBlue app is showing a change in my seats and online shows an a320.  Don't want any surprises
7665,2015-02-21 22:08:27 -0800,nan,@JetBlue I know you guys are super busy but is flight 1222 an a320 or e190?
7666,2015-02-21 21:49:58 -0800,nan,@JetBlue Follow me pls?
7667,2015-02-21 21:34:40 -0800,nan,@JetBlue Shocked by misbehavior and cheap comments from jet airways staff to passenger at Delhi Airport Friday boarding to Dubai. Disgusting
7668,2015-02-21 21:23:29 -0800,nan,@JetBlue you have to service your remote controllers on my flight I watched equalizer (movie) THREE times because my remote was stuck
7669,2015-02-21 21:22:01 -0800,nan,@JetBlue @dgruber1700  oh wow and I'm complaining about two hour on the run way shucks JetBlue NOT GOOD your service was better than this
7670,2015-02-21 21:19:24 -0800,nan,@JetBlue I'm curious to know how do you compensate for passengers missing engagements due to a two hour wait on the tar-mat to get to a gate
7671,2015-02-21 21:14:45 -0800,nan,@JetBlue thank you thank you!  I finally set up the jetblue app!  Yay!
7672,2015-02-21 21:13:41 -0800,nan,@JetBlue everytime I come back to Boston it's a minimum 45 min wait for bags. Earlier it was almost an hour. Why is it only Boston jetblue?
7673,2015-02-21 20:55:26 -0800,nan,@JetBlue Thanks for taking me back home today despite Pandora's best efforts to Cancelled Flight the flight. #jetblue #backhome #noplacelikehome
7674,2015-02-21 20:52:08 -0800,nan,@JetBlue that is not what your employee at Logan told me. I finally got one to meet my daughter on her first solo flight after rude rep :(
7675,2015-02-21 20:47:38 -0800,nan,@JetBlue I am But Your customer service is Brutal.
7676,2015-02-21 20:39:05 -0800,nan,@JetBlue Airways to continue 'various commercial relationships' with #Lufthansa ... - @CAPA_Aviation http://t.co/vGqOihtRkH
7677,2015-02-21 20:28:36 -0800,"[34.546788, -87.012305]",@JetBlue @Maddie_Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work 😊
7678,2015-02-21 20:25:01 -0800,nan,@JetBlue is amazing. Had a short delay. They gave me $150 credit! It was literally pretty much my fault I missed the flight.
7679,2015-02-21 20:16:23 -0800,"[40.65275545, -73.79457024]",@JetBlue flight attendant was hesitant to give me more baby sized cookies
7680,2015-02-21 20:12:33 -0800,"[40.64779984, -73.78283404]",@JetBlue Y U NO LET ME OUT AND MAKE FUN SIZE COOKIES #stuckonaplane #sos #babyfood
7681,2015-02-21 20:09:39 -0800,nan,@JetBlue thank you 😊 standing in line now!
7682,2015-02-21 20:04:06 -0800,nan,@JetBlue thanks! Yes! order me a rum and coke and get me a hotel voucher because the floor and chairs aren't so cushy here...!
7683,2015-02-21 20:02:22 -0800,nan,@JetBlue is that supposed to change in the near future?
7684,2015-02-21 20:02:21 -0800,nan,@JetBlue thank you
7685,2015-02-21 20:01:54 -0800,nan,Can You please help to save my daughters life @JetBlue for details Go here @Help_Lindsey
7686,2015-02-21 19:59:25 -0800,nan,"@JetBlue You can pass that along to my wife, daughter, daughter's friend, my elderly mother-in-law.  They spent several hours waiting."
7687,2015-02-21 19:56:20 -0800,nan,@JetBlue I will when I land.
7688,2015-02-21 19:55:39 -0800,nan,@jetblue I missed a goal On @NHLonNBCSports because of your Inept male stewardess. I should have landed already but I havent taken off yet.
7689,2015-02-21 19:54:01 -0800,nan,@JetBlue you are doing a horrible job at JFK...you need to rethink how you put these routes together. Unprofessional
7690,2015-02-21 19:52:14 -0800,nan,@JetBlue do bags still fly for free anymore?
7691,2015-02-21 19:51:49 -0800,nan,@JetBlue can you let me know status of flight #454 PBI-JFK delayed 2.5hours now on board problem with hatch..
7692,2015-02-21 19:51:08 -0800,nan,"@JetBlue  thanks for response! Crew has been VERY patient with us, but they are also frustrated. Wouldn't be so bad but airport is closed!"
7693,2015-02-21 19:48:44 -0800,nan,@JetBlue flite454
7694,2015-02-21 19:47:18 -0800,nan,@JetBlue Why did you interupt the Staduim Series on @NHLonNBCSports. I dont need to see your stupid commercials or Emergency. Info.
7695,2015-02-21 19:46:19 -0800,nan,@JetBlue when will you release flights for February 2016?
7696,2015-02-21 19:46:05 -0800,nan,@JetBlue we are well aware. Insufficient info. No options.
7697,2015-02-21 19:44:02 -0800,nan,@JetBlue just sat on a plane for 3 hours in Dulles #insane #ijustwanttobeinBoston #thanksDC
7698,2015-02-21 19:43:19 -0800,nan,@JetBlue can we get a honest update on departure of flite 454. Been on plane with infant children
7699,2015-02-21 19:41:47 -0800,nan,@JetBlue u suck!we have been sitting here for 9hrs because of ur negligence
7700,2015-02-21 19:41:25 -0800,nan,@JetBlue still waiting for bags from flight 26. It landed an hour ago.
7701,2015-02-21 19:36:32 -0800,nan,@JetBlue Complete waste of an entire day. Pathetic.
7702,2015-02-21 19:35:41 -0800,nan,@JetBlue flight 790 you had us stuck on the plane for nearly 4 hrs. Set to take off only for flight control to deny us. THE WORST SERVICE
7703,2015-02-21 19:10:49 -0800,nan,@JetBlue I would love to Fort Lauderdale now that would cool.
7704,2015-02-21 19:05:01 -0800,nan,@JetBlue @L_Burley11 -- the best!!!
7705,2015-02-21 19:00:10 -0800,nan,@JetBlue thanks for bringing my son home to me.
7706,2015-02-21 18:57:27 -0800,nan,@JetBlue you got yourselves hot ladies flying the air for life #loyal
7707,2015-02-21 18:57:26 -0800,nan,@JetBlue nothing but praise for you helping our lady make her flight to CHS tonight!  #impressed
7708,2015-02-21 18:56:45 -0800,nan,@JetBlue she did. she's still waiting on a callback....the lack of follow through is what's concerning. smh
