,LotFrontage,LotArea,Utilities,MasVnrType,MasVnrArea,HouseStyle,Heating,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,Electrical,1stFlrSF,2ndFlrSF,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,SaleType,SaleCondition,SalePrice
740,60.0,9600,AllPub,None,0.0,2Story,GasA,Fa,Fa,No,Unf,0,Unf,0,SBrkr,768,664,0,Detchd,Unf,2,360,TA,Gd,270,0,112,0,0,WD,Abnorml,132000
741,65.0,6768,AllPub,None,0.0,1Story,GasA,TA,TA,Mn,GLQ,832,Unf,0,SBrkr,912,0,0,Detchd,Unf,1,288,TA,TA,168,0,0,0,0,WD,Normal,142000
742,65.0,8450,AllPub,BrkFace,108.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1349,0,0,Attchd,Unf,2,539,TA,TA,120,55,0,0,0,WD,Normal,179000
743,70.0,12886,AllPub,None,0.0,SLvl,GasA,Gd,TA,Av,ALQ,444,Unf,0,SBrkr,1464,0,1,Attchd,RFn,2,480,TA,TA,302,0,0,0,100,WD,Normal,175000
744,41.0,5395,AllPub,None,0.0,1Story,GasA,Gd,TA,No,GLQ,733,Unf,0,SBrkr,1337,0,1,Attchd,RFn,2,462,TA,TA,96,0,70,168,0,WD,Normal,180000
745,,8963,AllPub,BrkFace,289.0,2Story,GasA,TA,Gd,No,GLQ,575,ALQ,80,SBrkr,1175,1540,2,BuiltIn,Fin,2,831,TA,TA,0,204,0,0,0,WD,Normal,299800
746,,8795,AllPub,None,0.0,2Story,GasA,Gd,TA,No,GLQ,300,Unf,0,SBrkr,980,1276,1,BuiltIn,Fin,2,554,TA,TA,224,54,0,0,0,WD,Normal,236000
747,65.0,11700,AllPub,None,0.0,2Story,GasW,TA,Fa,No,Unf,0,Unf,0,SBrkr,1320,1320,1,Detchd,Unf,4,864,TA,TA,181,0,386,0,0,WD,Normal,265979
748,59.0,10593,AllPub,BrkFace,338.0,1Story,GasA,Gd,TA,No,GLQ,919,Unf,0,SBrkr,1720,0,1,Attchd,Fin,2,527,TA,TA,240,56,154,0,0,WD,Normal,260400
749,50.0,8405,AllPub,None,0.0,1.5Fin,Wall,,,,,0,,0,FuseF,1088,441,0,Detchd,Unf,1,240,TA,TA,92,0,185,0,0,WD,Normal,98000
750,55.0,8800,AllPub,None,0.0,1.5Fin,GasA,TA,Fa,No,Unf,0,Unf,0,SBrkr,792,348,0,,,0,0,,,0,160,0,0,0,WD,Normal,96500
751,,7750,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,660,660,0,Attchd,Fin,2,400,TA,TA,0,48,0,0,0,WD,Normal,162000
752,79.0,9236,AllPub,None,0.0,1Story,GasA,Gd,TA,Gd,GLQ,1200,Unf,0,SBrkr,1494,0,0,Attchd,RFn,2,576,TA,TA,168,27,0,0,0,WD,Normal,217000
753,80.0,10240,AllPub,BrkFace,178.0,2Story,GasA,Gd,TA,Mn,Unf,0,Unf,0,SBrkr,1038,1060,1,Attchd,RFn,3,878,TA,TA,192,52,0,0,0,WD,Normal,275500
754,61.0,7930,AllPub,None,0.0,1Story,GasA,TA,TA,No,GLQ,439,LwQ,472,SBrkr,1026,0,0,Detchd,RFn,2,440,TA,TA,171,48,0,0,0,WD,Normal,156000
755,34.0,3230,AllPub,BrkFace,894.0,2Story,GasA,Gd,TA,No,GLQ,381,Unf,0,SBrkr,742,729,0,Detchd,Unf,2,440,TA,TA,0,24,0,0,0,WD,Normal,172500
756,68.0,10769,AllPub,None,0.0,2Story,GasA,Gd,TA,Av,GLQ,20,Unf,0,SBrkr,866,902,0,Attchd,RFn,2,578,TA,TA,144,105,0,0,0,WD,Normal,212000
757,,11616,AllPub,BrkCmn,328.0,2Story,GasA,TA,TA,Mn,Rec,438,Unf,0,SBrkr,672,714,1,Attchd,Fin,2,440,TA,TA,335,0,0,0,0,WD,Abnorml,158900
758,24.0,2280,AllPub,BrkFace,360.0,2Story,GasA,Gd,TA,No,ALQ,549,Unf,0,SBrkr,757,744,0,Detchd,Unf,2,440,TA,TA,0,0,0,0,0,WD,Normal,179400
759,65.0,12257,AllPub,BrkFace,513.0,2Story,GasA,Gd,TA,Av,LwQ,56,ALQ,64,SBrkr,1328,1203,1,Attchd,RFn,3,752,TA,TA,222,98,0,0,0,WD,Normal,290000
760,70.0,9100,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,612,Unf,0,SBrkr,864,0,0,Detchd,Unf,1,300,Ex,Ex,0,0,0,0,0,WD,Normal,127500
761,60.0,6911,AllPub,None,0.0,1Story,GasA,TA,TA,Mn,LwQ,405,Unf,0,SBrkr,1301,0,0,Detchd,Unf,2,440,TA,TA,0,0,0,0,0,WD,Normal,100000
762,72.0,8640,AllPub,None,0.0,2Story,GasA,Gd,TA,Mn,GLQ,24,Unf,0,SBrkr,764,783,0,Attchd,Unf,2,614,TA,TA,169,45,0,0,0,Con,Normal,215200
763,82.0,9430,AllPub,BrkFace,673.0,2Story,GasA,Gd,TA,Mn,GLQ,1163,Unf,0,SBrkr,1268,1097,1,Attchd,RFn,3,856,TA,TA,0,128,0,0,180,WD,Normal,337000
764,30.0,9549,AllPub,None,0.0,1Story,GasA,Gd,Gd,Av,LwQ,437,GLQ,1057,SBrkr,1494,0,1,Attchd,Fin,2,481,TA,TA,0,30,0,0,216,WD,Normal,270000
765,75.0,14587,AllPub,Stone,284.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1506,0,1,Attchd,Fin,2,592,TA,TA,0,174,0,0,0,New,Partial,264132
766,80.0,10421,AllPub,BrkFace,42.0,2Story,GasA,Gd,TA,No,GLQ,394,Unf,0,SBrkr,980,734,1,Attchd,Unf,2,496,TA,TA,228,66,156,0,0,WD,Normal,196500
767,75.0,12508,AllPub,None,0.0,1.5Fin,GasA,Gd,TA,Mn,ALQ,660,Unf,0,SBrkr,983,767,0,Attchd,Unf,1,423,TA,TA,245,0,156,0,0,WD,Normal,160000
768,70.0,9100,AllPub,None,0.0,1Story,GasA,Gd,TA,No,GLQ,24,Unf,0,SBrkr,1836,0,1,Attchd,Fin,2,484,TA,TA,120,33,0,0,0,WD,Normal,216837
769,47.0,53504,AllPub,BrkFace,603.0,2Story,GasA,Gd,TA,Gd,ALQ,1416,Unf,0,SBrkr,1690,1589,1,BuiltIn,Fin,3,841,TA,TA,503,36,0,0,210,WD,Normal,538000
770,,7252,AllPub,None,0.0,SFoyer,GasA,Gd,TA,Av,GLQ,685,Unf,0,SBrkr,858,0,0,Detchd,Unf,2,576,TA,TA,120,0,0,0,0,WD,Normal,134900
771,67.0,8877,AllPub,None,0.0,1Story,GasA,Fa,Fa,No,LwQ,836,Unf,0,FuseF,1220,0,0,Detchd,Unf,2,396,TA,TA,0,0,0,0,0,COD,Normal,102000
772,94.0,7819,AllPub,None,0.0,SLvl,GasA,TA,TA,Av,ALQ,422,BLQ,127,SBrkr,1117,0,1,Detchd,Unf,2,672,TA,TA,144,0,0,0,0,WD,Abnorml,107000
773,70.0,10150,AllPub,None,1.0,1Story,GasA,TA,TA,No,Rec,456,Unf,0,FuseA,912,0,0,Attchd,RFn,1,275,TA,TA,0,0,0,0,0,COD,Normal,114500
774,110.0,14226,AllPub,BrkFace,375.0,1Story,GasA,Gd,TA,Av,Unf,0,Unf,0,SBrkr,1973,0,1,Attchd,Fin,3,895,TA,TA,315,45,0,0,0,New,Partial,395000
775,32.0,4500,AllPub,BrkFace,320.0,1Story,GasA,Ex,TA,No,GLQ,866,Unf,0,SBrkr,1204,0,0,Attchd,Fin,2,412,TA,TA,0,247,0,0,0,WD,Normal,162000
776,86.0,11210,AllPub,BrkFace,240.0,1Story,GasA,Gd,TA,Av,GLQ,20,Unf,0,SBrkr,1614,0,0,Attchd,RFn,3,865,TA,TA,144,59,0,0,0,New,Partial,221500
777,100.0,13350,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,762,Unf,0,SBrkr,894,0,1,Attchd,Unf,2,440,TA,TA,241,0,0,0,0,WD,Normal,142500
778,60.0,8400,AllPub,BrkFace,320.0,1Story,GasA,,,,,0,,0,SBrkr,2020,0,2,Detchd,Unf,2,630,TA,TA,0,0,0,0,0,WD,Normal,144000
779,78.0,10530,AllPub,BrkFace,90.0,SFoyer,GasA,Gd,TA,Gd,GLQ,975,Unf,0,SBrkr,1004,0,0,Attchd,Unf,2,504,TA,TA,0,0,0,0,0,WD,Normal,135000
780,63.0,7875,AllPub,BrkFace,38.0,1Story,GasA,Gd,Gd,No,Unf,0,Unf,0,SBrkr,1253,0,1,Attchd,Fin,2,402,TA,TA,220,21,0,0,0,WD,Normal,176000
781,65.0,7153,AllPub,None,0.0,2Story,GasA,Gd,TA,No,ALQ,387,Unf,0,SBrkr,810,793,0,Attchd,RFn,2,484,TA,TA,0,124,0,0,0,WD,Normal,175900
782,67.0,16285,AllPub,None,0.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1430,0,0,Attchd,RFn,2,605,TA,TA,0,33,0,0,0,WD,Normal,187100
783,,9101,AllPub,BrkFace,104.0,SFoyer,GasA,Gd,TA,Av,GLQ,1097,Unf,0,SBrkr,1110,0,1,Attchd,Fin,2,602,TA,TA,303,30,0,0,0,WD,Normal,165500
784,35.0,6300,AllPub,None,0.0,2.5Unf,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,742,742,1,,,0,0,,,0,291,134,0,0,WD,Normal,128000
785,,9790,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,251,LwQ,630,SBrkr,1342,0,1,Attchd,Unf,2,457,TA,TA,0,0,0,0,197,WD,Normal,161500
786,60.0,10800,AllPub,None,0.0,1.5Fin,GasA,Fa,TA,No,LwQ,686,Unf,0,SBrkr,966,686,0,Detchd,Unf,1,416,TA,TA,0,0,196,0,0,WD,Normal,139000
787,76.0,10142,AllPub,None,0.0,2Story,GasA,Gd,TA,No,GLQ,656,Unf,0,SBrkr,956,1128,0,BuiltIn,RFn,2,618,TA,TA,0,45,0,0,0,WD,Normal,233000
788,50.0,6000,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,901,0,0,Detchd,Unf,1,281,Fa,TA,0,0,0,0,0,WD,Normal,107900
789,,12205,AllPub,BrkFace,157.0,2Story,GasA,TA,Fa,Gd,LwQ,568,Unf,0,SBrkr,976,1111,0,Attchd,Fin,2,444,TA,TA,133,168,0,0,0,WD,Normal,187500
790,43.0,3182,AllPub,BrkFace,11.0,1Story,GasA,Gd,TA,No,GLQ,16,Unf,0,SBrkr,1145,0,1,Attchd,Fin,2,397,TA,TA,100,16,0,0,0,WD,Normal,160200
791,,11333,AllPub,None,0.0,SLvl,GasA,Gd,TA,Av,ALQ,539,Unf,0,SBrkr,1062,0,2,Attchd,RFn,2,539,TA,TA,120,0,0,0,0,WD,Normal,146800
792,92.0,9920,AllPub,None,0.0,2Story,GasA,Gd,TA,Av,GLQ,862,Unf,0,SBrkr,1127,886,1,Attchd,Unf,2,455,TA,TA,180,130,0,0,0,WD,Normal,269790
793,76.0,9158,AllPub,Stone,140.0,1Story,GasA,Gd,TA,Av,Unf,0,Unf,0,SBrkr,1496,0,0,Attchd,Fin,2,474,TA,TA,168,130,0,0,0,New,Partial,225000
794,,10832,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1086,809,1,Attchd,Fin,2,409,TA,TA,143,46,0,0,0,WD,Normal,194500
795,70.0,8400,AllPub,BrkFace,130.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,888,676,1,Attchd,Unf,2,476,TA,TA,0,50,0,0,204,WD,Normal,171000
796,71.0,8197,AllPub,BrkFace,148.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1285,0,1,Attchd,RFn,2,528,TA,TA,138,0,0,0,0,WD,Normal,143500
797,57.0,7677,AllPub,None,0.0,1Story,GasA,TA,TA,No,BLQ,570,Unf,0,SBrkr,773,0,0,Attchd,Unf,1,240,TA,TA,0,0,0,0,0,WD,Abnorml,110000
798,104.0,13518,AllPub,Stone,860.0,2Story,GasA,Ex,TA,No,Unf,0,Unf,0,SBrkr,1966,1174,2,BuiltIn,Fin,3,820,TA,TA,144,78,0,0,0,New,Partial,485000
799,60.0,7200,AllPub,BrkFace,252.0,1.5Fin,GasA,Gd,TA,No,ALQ,569,Unf,0,SBrkr,981,787,2,Detchd,Unf,1,240,TA,TA,0,0,264,0,0,WD,Normal,175000
800,79.0,12798,AllPub,None,0.0,2Story,GasA,Gd,TA,Gd,GLQ,462,Unf,0,SBrkr,616,1072,0,Attchd,RFn,2,603,TA,TA,403,114,185,0,0,WD,Normal,200000
801,40.0,4800,AllPub,None,0.0,1Story,GasA,TA,TA,No,LwQ,197,Unf,0,FuseA,1196,0,0,Detchd,Unf,2,440,TA,TA,0,0,0,0,0,WD,Normal,109900
802,63.0,8199,AllPub,None,0.0,2Story,GasA,Gd,TA,Av,GLQ,648,Unf,0,SBrkr,728,728,1,Attchd,Fin,2,410,TA,TA,36,18,0,0,0,WD,Normal,189000
803,107.0,13891,AllPub,Stone,424.0,2Story,GasA,Ex,TA,Gd,Unf,0,Unf,0,SBrkr,1734,1088,1,BuiltIn,RFn,3,1020,TA,TA,52,170,0,0,192,New,Partial,582933
804,75.0,9000,AllPub,None,0.0,1Story,GasA,TA,TA,No,LwQ,812,Unf,0,SBrkr,1128,0,0,Attchd,Unf,1,286,TA,TA,0,0,0,0,0,WD,Family,118000
805,91.0,12274,AllPub,Stone,256.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1428,0,0,Attchd,RFn,2,554,TA,TA,0,60,0,0,0,New,Partial,227680
806,75.0,9750,AllPub,None,0.0,SLvl,GasA,TA,TA,Av,ALQ,400,Rec,480,SBrkr,980,0,0,Attchd,Fin,1,384,TA,TA,68,0,0,0,0,WD,Normal,135500
807,144.0,21384,AllPub,None,0.0,2Story,GasA,TA,TA,Gd,GLQ,1309,Unf,0,SBrkr,1072,504,1,Attchd,RFn,2,528,TA,TA,0,312,0,0,0,WD,Normal,223500
808,85.0,13400,AllPub,BrkFace,1047.0,SLvl,GasA,TA,TA,Av,ALQ,516,BLQ,128,SBrkr,1086,0,1,Attchd,RFn,2,484,TA,TA,0,0,0,0,0,WD,Normal,159950
809,90.0,8100,AllPub,None,0.0,2.5Unf,GasA,TA,TA,No,Unf,0,Unf,0,FuseA,1075,1063,0,Detchd,Unf,2,360,Fa,Po,40,156,0,0,0,WD,Normal,106000
810,78.0,10140,AllPub,BrkFace,99.0,1Story,GasA,TA,TA,No,ALQ,663,LwQ,377,SBrkr,1309,0,1,Attchd,RFn,2,484,TA,TA,265,0,0,0,0,WD,Normal,181000
811,,4438,AllPub,BrkFace,169.0,1Story,GasA,Gd,TA,Gd,GLQ,662,Unf,0,SBrkr,848,0,1,Attchd,Fin,2,420,TA,TA,140,0,0,0,0,ConLD,Normal,144500
812,66.0,8712,AllPub,None,0.0,1Story,GasA,TA,TA,Av,Unf,0,Unf,0,FuseA,1044,0,0,Basment,Unf,2,504,TA,TA,0,0,0,0,0,WD,Alloca,55993
813,75.0,9750,AllPub,BrkFace,243.0,1Story,GasA,TA,TA,No,Rec,608,Unf,0,SBrkr,1442,0,0,Attchd,RFn,1,301,TA,TA,0,0,275,0,0,COD,Normal,157900
814,45.0,8248,AllPub,None,0.0,1.5Fin,GasW,TA,TA,No,Unf,0,Unf,0,SBrkr,686,564,0,Detchd,Unf,1,280,TA,TA,207,0,96,0,0,WD,Normal,116000
815,48.0,12137,AllPub,BrkFace,442.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1661,0,0,Attchd,RFn,2,598,TA,TA,0,34,0,0,0,WD,Normal,224900
816,,11425,AllPub,None,0.0,1Story,GasA,TA,TA,No,BLQ,486,Unf,0,SBrkr,1008,0,1,Attchd,RFn,1,275,TA,TA,0,0,120,0,0,WD,Normal,137000
817,,13265,AllPub,BrkFace,148.0,1Story,GasA,Gd,TA,No,GLQ,1218,Unf,0,SBrkr,1689,0,2,Attchd,RFn,3,857,TA,TA,150,59,0,0,0,WD,Normal,271000
818,80.0,8816,AllPub,BrkFace,80.0,SLvl,GasA,TA,TA,Av,GLQ,504,Unf,0,SBrkr,1052,0,0,Attchd,Unf,2,440,TA,TA,0,0,0,0,0,WD,Normal,155000
819,44.0,6371,AllPub,Stone,128.0,1Story,GasA,Gd,TA,Mn,GLQ,733,Unf,0,SBrkr,1358,0,1,Attchd,RFn,2,484,TA,TA,192,35,0,0,0,New,Partial,224000
820,72.0,7226,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,798,842,0,Attchd,RFn,2,595,TA,TA,0,45,0,0,0,WD,Normal,183000
821,60.0,6000,AllPub,None,0.0,1Story,GasA,Fa,TA,No,Unf,0,Unf,0,SBrkr,936,0,0,Detchd,Unf,2,576,TA,TA,0,32,112,0,0,WD,Normal,93000
822,,12394,AllPub,None,0.0,2Story,GasA,Gd,TA,Gd,Unf,0,Unf,0,SBrkr,847,886,1,BuiltIn,Fin,2,433,TA,TA,100,48,0,0,0,WD,Family,225000
823,60.0,9900,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,944,545,1,Detchd,Unf,1,240,TA,TA,335,0,0,0,0,WD,Normal,139500
824,81.0,11216,AllPub,None,0.0,1Story,GasA,Gd,Gd,No,Unf,0,Unf,0,SBrkr,1489,0,1,Attchd,RFn,2,776,TA,TA,0,140,0,0,0,New,Partial,232600
825,114.0,14803,AllPub,BrkFace,816.0,1Story,GasA,Ex,TA,Av,GLQ,1636,Unf,0,SBrkr,2084,0,1,Attchd,Fin,3,1220,TA,TA,188,45,0,0,0,New,Partial,385000
826,50.0,6130,AllPub,None,0.0,1.5Unf,GasA,TA,TA,No,ALQ,784,Unf,0,SBrkr,784,0,0,,,0,0,,,0,0,116,0,0,WD,Normal,109500
827,65.0,8529,AllPub,None,0.0,1Story,GasA,Gd,TA,No,GLQ,20,Unf,0,SBrkr,1434,0,1,Attchd,RFn,2,527,TA,TA,290,39,0,0,0,WD,Normal,189000
828,,28698,AllPub,None,0.0,2Story,GasA,TA,Gd,Gd,LwQ,249,ALQ,764,SBrkr,1160,966,0,Attchd,Fin,2,538,TA,TA,486,0,0,0,225,WD,Abnorml,185000
829,24.0,2544,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,520,623,0,Detchd,RFn,2,480,TA,TA,0,166,0,0,0,WD,Normal,147400
830,80.0,11900,AllPub,BrkFace,387.0,1Story,GasA,TA,TA,No,Rec,1040,Unf,0,FuseA,1392,0,2,Attchd,RFn,2,458,TA,TA,0,0,0,0,192,WD,Normal,166000
831,30.0,3180,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,520,600,0,Detchd,RFn,2,480,TA,TA,0,166,0,0,0,WD,Normal,151000
832,44.0,9548,AllPub,BrkFace,223.0,2Story,GasA,Gd,TA,No,GLQ,483,Unf,0,SBrkr,941,888,1,Attchd,RFn,2,613,TA,TA,192,39,0,0,0,WD,Normal,237000
833,100.0,10004,AllPub,BrkFace,180.0,1Story,GasA,TA,TA,No,Rec,196,BLQ,345,SBrkr,1516,0,0,Attchd,RFn,2,472,TA,TA,0,0,0,0,152,WD,Normal,167000
834,75.0,7875,AllPub,BrkFace,136.0,1Story,GasA,TA,TA,No,Rec,572,Unf,0,SBrkr,1144,0,0,Attchd,Unf,2,456,TA,TA,0,0,0,0,0,WD,Normal,139950
835,60.0,9600,AllPub,None,0.0,1Story,GasA,Gd,TA,No,BLQ,442,Unf,0,SBrkr,1067,0,0,Attchd,Unf,2,436,TA,TA,290,0,0,0,0,WD,Normal,128000
836,90.0,8100,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,338,Unf,0,SBrkr,1559,0,0,Detchd,Unf,2,812,TA,TA,0,116,230,0,0,COD,Normal,153500
837,21.0,1680,AllPub,BrkFace,158.0,2Story,GasA,TA,TA,No,BLQ,330,Unf,0,SBrkr,483,504,0,Detchd,Unf,1,264,TA,TA,0,0,0,0,0,WD,Normal,100000
838,75.0,9525,AllPub,None,0.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1099,0,0,Attchd,Unf,1,352,TA,TA,278,0,0,0,0,WD,Normal,144000
839,70.0,11767,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,BLQ,352,Unf,0,SBrkr,768,432,0,Detchd,Unf,1,240,TA,TA,0,0,0,0,0,WD,Normal,130500
840,,12155,AllPub,None,0.0,2Story,GasA,TA,TA,No,BLQ,156,Unf,0,SBrkr,810,672,0,Detchd,Unf,1,400,TA,TA,0,0,254,0,0,WD,Normal,140000
841,60.0,10440,AllPub,None,0.0,2Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,958,581,1,Detchd,Unf,2,686,Gd,TA,70,78,68,0,0,WD,Normal,157500
842,82.0,9020,AllPub,BrkFace,183.0,SLvl,GasA,TA,TA,Gd,Rec,312,ALQ,539,SBrkr,1165,0,0,Attchd,RFn,2,490,Gd,Gd,0,129,0,0,0,WD,Normal,174900
843,80.0,8000,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1800,0,0,,,0,0,,,0,0,0,0,0,WD,Normal,141000
844,100.0,12665,AllPub,None,0.0,1.5Fin,GasA,TA,TA,Mn,Unf,0,Unf,0,SBrkr,876,540,1,Detchd,Unf,3,720,TA,TA,418,0,194,0,0,WD,Normal,153900
845,,16647,AllPub,None,0.0,SFoyer,GasA,Gd,TA,Gd,ALQ,1390,Unf,0,SBrkr,1701,0,2,Basment,Fin,2,611,TA,TA,0,0,0,0,0,WD,Normal,171000
846,75.0,9317,AllPub,BrkFace,137.0,2Story,GasA,Gd,TA,No,ALQ,513,Unf,0,SBrkr,1006,769,1,Attchd,Unf,2,425,TA,TA,234,72,192,0,0,WD,Normal,213000
847,36.0,15523,AllPub,None,0.0,1Story,GasA,TA,TA,Av,BLQ,460,Unf,0,SBrkr,864,0,1,Attchd,Unf,1,338,TA,TA,0,0,0,0,0,WD,Normal,133500
848,75.0,45600,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1307,1051,1,Detchd,Unf,2,360,Fa,TA,486,40,0,0,175,WD,Normal,240000
849,80.0,9600,AllPub,BrkFace,360.0,SLvl,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,1094,761,1,Attchd,RFn,2,512,TA,TA,113,100,0,0,0,WD,Normal,187000
850,36.0,4435,AllPub,BrkFace,170.0,1Story,GasA,Gd,TA,Av,GLQ,659,Unf,0,SBrkr,848,0,0,Attchd,Fin,2,420,TA,TA,140,0,0,0,0,WD,Normal,131500
851,,3196,AllPub,BrkFace,40.0,1Story,GasA,Gd,TA,Gd,Unf,0,Unf,0,SBrkr,1456,0,1,Attchd,Fin,2,400,TA,TA,143,20,0,0,0,WD,Normal,215000
852,53.0,7128,AllPub,None,0.0,2.5Unf,GasA,TA,TA,No,Rec,364,Unf,0,SBrkr,918,728,2,Detchd,Unf,1,240,TA,TA,0,0,0,0,126,WD,Normal,164000
853,,12095,AllPub,BrkFace,115.0,SLvl,GasA,TA,TA,Gd,Rec,564,Unf,0,SBrkr,1445,0,1,Attchd,RFn,2,645,TA,TA,180,0,0,0,0,WD,Normal,158000
854,102.0,17920,AllPub,None,0.0,1Story,GasA,TA,TA,Mn,ALQ,306,Rec,1085,SBrkr,1779,0,1,Attchd,Unf,2,454,TA,TA,0,418,0,0,312,WD,Abnorml,170000
855,,6897,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,659,Unf,0,SBrkr,1040,0,0,Detchd,Unf,1,260,TA,TA,0,104,0,0,0,WD,Normal,127000
856,,10970,AllPub,None,0.0,SLvl,GasA,Gd,Gd,Gd,GLQ,505,LwQ,435,SBrkr,1026,0,0,Detchd,Unf,2,576,TA,Fa,0,0,34,0,0,WD,Normal,147000
857,65.0,8125,AllPub,None,0.0,2Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,702,779,1,Attchd,Fin,2,343,TA,TA,0,36,0,0,0,WD,Normal,174000
858,80.0,10400,AllPub,BrkFace,189.0,1Story,GasA,Gd,TA,No,Unf,0,Unf,0,SBrkr,1370,0,1,Attchd,RFn,2,479,TA,TA,0,0,0,0,0,WD,Family,152000
859,,11029,AllPub,BrkFace,220.0,2Story,GasA,TA,TA,Mn,BLQ,619,Unf,0,SBrkr,1512,1142,1,Attchd,Unf,2,619,TA,TA,0,65,0,0,222,WD,Normal,250000
860,55.0,7642,AllPub,None,0.0,1.5Fin,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,912,514,1,Detchd,Unf,1,216,TA,TA,0,240,0,0,0,WD,Normal,189950
861,75.0,11625,AllPub,None,0.0,1Story,GasA,TA,TA,Mn,BLQ,841,Unf,0,SBrkr,1039,0,0,Attchd,Unf,2,504,TA,TA,0,0,0,0,0,WD,Normal,131500
862,81.0,9672,AllPub,None,0.0,1Story,GasA,Gd,TA,No,GLQ,338,Unf,0,SBrkr,1097,0,0,Attchd,Unf,2,480,TA,TA,0,0,0,0,0,WD,Normal,152000
863,70.0,7931,AllPub,None,0.0,1Story,GasA,TA,TA,No,BLQ,1148,Unf,0,SBrkr,1148,0,0,Attchd,Unf,1,672,TA,TA,0,0,0,0,0,WD,Normal,132500
864,72.0,8640,AllPub,None,0.0,1Story,GasA,Ex,TA,No,Unf,0,Unf,0,SBrkr,1372,0,0,Attchd,Fin,2,529,TA,TA,0,140,0,0,0,New,Partial,250580
865,,8750,AllPub,BrkFace,76.0,1Story,GasA,TA,TA,No,BLQ,828,Unf,0,SBrkr,1002,0,0,Detchd,Unf,2,902,TA,TA,0,0,0,0,0,WD,Normal,148500
866,67.0,10656,AllPub,Stone,274.0,1Story,GasA,Gd,TA,Av,Unf,0,Unf,0,SBrkr,1646,0,1,Attchd,RFn,3,870,TA,TA,192,80,0,0,0,New,Partial,248900
867,85.0,6970,AllPub,None,0.0,1Story,GasA,TA,TA,No,ALQ,932,Unf,0,SBrkr,1120,0,0,Attchd,RFn,2,544,TA,TA,168,0,0,0,0,WD,Normal,129000
868,,14762,AllPub,None,0.0,2Story,GasA,,,,,0,,0,SBrkr,1547,720,1,Attchd,Unf,2,672,TA,TA,120,144,0,0,0,WD,Normal,169000
869,80.0,9938,AllPub,BrkFace,246.0,2Story,GasA,Gd,TA,No,GLQ,750,Unf,0,SBrkr,1062,887,1,Attchd,Fin,2,574,TA,TA,156,90,0,0,0,WD,Normal,236000
870,60.0,6600,AllPub,None,0.0,1Story,GasA,TA,TA,No,Unf,0,Unf,0,SBrkr,894,0,0,Detchd,Unf,1,308,TA,TA,0,0,0,0,0,WD,Normal,109500
871,70.0,8750,AllPub,BrkFace,116.0,2Story,GasA,Gd,TA,No,GLQ,505,Unf,0,SBrkr,804,878,0,Attchd,RFn,2,523,TA,TA,0,77,0,0,0,WD,Normal,200500
872,74.0,8892,AllPub,None,0.0,1Story,GasA,TA,TA,Av,Unf,0,Unf,0,SBrkr,910,0,0,Attchd,Unf,2,414,TA,TA,196,0,150,0,0,WD,Normal,116000
873,60.0,12144,AllPub,None,0.0,1Story,GasA,TA,TA,No,Rec,375,Unf,0,SBrkr,1036,0,1,Attchd,Unf,1,288,TA,TA,0,28,0,0,0,WD,Normal,133000
